year,rgdpe_pc,rgdpe_x,country_x,rgdpna,emp_x,rnna,hc,TFP (alpha),TFP_hc (alpha),log_TFP (alpha),rgdpe_y,emp_y,labour_productivity,log_labour_productivity,country_y,csh_c,csh_g,csh_i,rgdpe,saving_y,investment_y,country,csh_x,csh_m,cda,cgdpe,pl_x,pl_m,xr,trade_share,domestic_absorption_ratio,import_export_price_ratio
1960,1148.3949360672264,512688.8125,India,447577.28125,179.37460327148438,1252231.125,1.1339361667633057,1605.5147936647052,0.0010772256639649275,7.381199727853174,512688.8125,179.37460327148438,2858.201791945111,7.957947961996315,India,0.8064563274383545,0.10268869996070862,0.15739816427230835,512688.8125,0.09085497260093689,0.15739816427230835,India,0.02111797407269478,-0.043066222220659256,556984.75,518490.5625,0.12017872929573059,0.10747873038053513,4.761899952247097,-0.021948248147964478,1.0742427929920133,0.8943240705770498
1961,1167.3088672476663,531700.9375,India,463627.1875,180.71377563476562,1342272.625,1.1402934789657593,1626.7404910956982,0.0010069348726693273,7.394333593019573,531700.9375,180.71377563476562,2942.2269311366854,7.986922033175309,India,0.8086893558502197,0.10847609490156174,0.14418037235736847,531700.9375,0.08283454924821854,0.14418037235736847,India,0.020312970504164696,-0.03706597909331322,575526.5,540371.3125,0.12345018237829208,0.10721324384212494,4.761899952247097,-0.01675300858914852,1.0650574645374056,0.8684737582127517
1962,1189.8613038182816,553177.75,India,479086.375,182.17262268066406,1444465.5,1.1466864347457886,1638.7747804839378,0.000931903212011046,7.401704156540354,553177.75,182.17262268066406,3036.5580835364167,8.018479943604023,India,0.7851346135139465,0.12506800889968872,0.14964325726032257,553177.75,0.08979737758636475,0.14964325726032257,India,0.020008046180009842,-0.03607655316591263,600278.0,562808.9375,0.12430793792009354,0.11555007100105286,4.761899952247097,-0.016068506985902786,1.066575102141124,0.9295470018602486
1963,1246.232149907961,591619.25,India,510559.40625,183.72079467773438,1556235.125,1.1531152725219727,1723.6417136602372,0.0008992630794341523,7.452194606922629,591619.25,183.72079467773438,3220.208420270348,8.0772013632358,India,0.7588755488395691,0.14645874500274658,0.15408319234848022,591619.25,0.09466570615768433,0.15408319234848022,India,0.021792571991682053,-0.0314314104616642,638245.625,599736.875,0.12134776264429092,0.12066761404275894,4.761899952247097,-0.009638838469982147,1.0642094085010196,0.99439504621502
1964,1308.7856772367763,635005.875,India,548507.4375,185.3323211669922,1681859.75,1.159580111503601,1830.9875391103649,0.0008736077245452399,7.512610739140903,635005.875,185.3323211669922,3426.3094046495708,8.139238985562153,India,0.7597737908363342,0.1434069573879242,0.15981385111808777,635005.875,0.09681925177574158,0.15981385111808777,India,0.0215818639844656,-0.029855741187930107,684796.625,641709.5625,0.12456265091896057,0.1261434704065323,4.761899952247097,-0.008273877203464508,1.0671441801991224,1.0126909589343935
1965,1257.5759720527833,623916.4375,India,536750.0,186.98521423339844,1806733.0,1.166081190109253,1706.3000004021112,0.0007489641600349427,7.442082562768882,623916.4375,186.98521423339844,3336.715365746598,8.112742178663499,India,0.7306773066520691,0.1628129780292511,0.16643357276916504,623916.4375,0.10650971531867981,0.16643357276916504,India,0.019570721313357353,-0.03249310329556465,672547.0625,630898.875,0.13615354895591736,0.13641761243343353,4.761899952247097,-0.012922381982207298,1.0660140462288825,1.0019394535033506
1966,1224.2200355787463,621061.625,India,534683.3125,188.66146850585938,1928426.375,1.1689965724945068,1635.5111891028212,0.0006676360035257538,7.39971068835083,621061.625,188.66146850585938,3291.936768639704,8.099231354030385,India,0.7226076722145081,0.16780774295330048,0.1690046191215515,621061.625,0.10958458483219147,0.1690046191215515,India,0.017637202516198158,-0.02973037399351597,672990.625,629057.75,0.14108407497406006,0.14286071062088013,6.359125142840343,-0.01209317147731781,1.069839176132875,1.0125927440580853
1967,1290.2696580980908,669394.4375,India,577124.1875,190.34657287597656,2042809.875,1.171919345855713,1763.8279155687344,0.0006747038844265943,7.4752416782756175,669394.4375,190.34657287597656,3516.7138939567612,8.16528227970709,India,0.74114990234375,0.16042876243591309,0.15447057783603668,669394.4375,0.09842133522033691,0.15447057783603668,India,0.017693856731057167,-0.030501674860715866,725587.0625,680872.3125,0.13271687924861908,0.12986530363559723,7.5000000065,-0.012807818129658699,1.0656727394829997,0.9785138436861526
1968,1322.7522981728582,701859.25,India,606516.375,192.02944946289062,2141188.75,1.174849271774292,1839.4921609850837,0.0006664083348921663,7.517244813043541,701859.25,192.02944946289062,3654.9563203097823,8.203839421444831,India,0.7472109794616699,0.16401512920856476,0.14024662971496582,701859.25,0.08877389132976532,0.14024662971496582,India,0.01879682019352913,-0.027293389663100243,756424.3125,715490.25,0.12969093024730682,0.1276686042547226,7.5000000065,-0.008496569469571114,1.057211209377067,0.984406573468724
1969,1436.5194370995634,779643.9375,India,674447.25,193.70223999023438,2252865.25,1.1777867078781128,2076.505590537663,0.0007097929701935394,7.638441755355969,779643.9375,193.70223999023438,4024.9608757199003,8.300270469487383,India,0.744600772857666,0.16570687294006348,0.14000244438648224,779643.9375,0.08969235420227051,0.14000244438648224,India,0.016497766599059105,-0.020164281129837036,833837.0,793002.25,0.14003221690654755,0.1322789043188095,7.5000000065,-0.003666514530777931,1.051493863983362,0.9446319371426339
1970,1429.6344222049386,793718.4375,India,684888.8125,195.3599853515625,2374539.25,1.1807312965393066,2057.658686426388,0.000662510063954287,7.629324055422326,793718.4375,195.3599853515625,4062.850619443148,8.309640129238284,India,0.7190232872962952,0.18029677867889404,0.15078602731227875,793718.4375,0.10067993402481079,0.15078602731227875,India,0.016292741522192955,-0.017310114577412605,846090.5,805672.5625,0.154366135597229,0.15011845529079437,7.5000000065,-0.0010173730552196503,1.0501667046654577,0.9724830819272586
1971,1456.236262278817,826950.0,India,696140.9375,201.42462158203125,2514195.5,1.1897438764572144,1993.2856023220006,0.0005917811704182684,7.597539612666463,826950.0,201.42462158203125,4105.5060374693085,8.320084287728521,India,0.7142871022224426,0.19985398650169373,0.1580028235912323,826950.0,0.08585891127586365,0.1580028235912323,India,0.015230601653456688,-0.020059574395418167,899112.375,838144.0625,0.1599285900592804,0.14301100373268127,7.49193523096824,-0.004828972741961479,1.072742044271178,0.8942178736126648
1972,1478.498265327643,859136.5,India,692289.25,207.6302032470703,2657787.25,1.1988252401351929,1873.3186107383424,0.0005137084088865064,7.5354667951522725,859136.5,207.6302032470703,4137.82044502296,8.327924465634451,India,0.7065082788467407,0.20621958374977112,0.14617304503917694,859136.5,0.08727213740348816,0.14617304503917694,India,0.015750791877508163,-0.017186108976602554,916501.8125,868861.625,0.1776668131351471,0.14994271099567413,7.594468373949361,-0.0014353170990943909,1.0548305807613496,0.8439545256075266
1973,1523.3316801008034,906032.1875,India,715103.8125,214.00221252441406,2787160.0,1.2079758644104004,1865.3224304651899,0.0004762921201678345,7.531189202102962,906032.1875,214.00221252441406,4233.751496361921,8.350843757568452,India,0.6962138414382935,0.20349638164043427,0.1657503992319107,906032.1875,0.10028977692127228,0.1657503992319107,India,0.016226431354880333,-0.01708849146962166,972597.1875,911825.5,0.2003829926252365,0.20168694853782654,7.742038562149682,-0.0008620601147413254,1.066648374606764,1.0065073182883775
1974,1463.3544600499406,890894.0,India,723580.125,220.58221435546875,2920558.25,1.2171963453292847,1803.8928916707457,0.00042921204413285454,7.4977023261718845,890894.0,220.58221435546875,4038.829706207964,8.303710252309605,India,0.7117831707000732,0.205516517162323,0.16206598281860352,890894.0,0.08270031213760376,0.16206598281860352,India,0.019903263077139854,-0.020418737083673477,985151.6875,902384.0625,0.21502068638801575,0.27725914120674133,8.101603227218295,-0.0005154740065336227,1.0917210625049132,1.2894533352312583
1975,1571.5773104486145,979254.375,India,789787.125,227.39645385742188,3042384.5,1.2264872789382935,1948.5445533927445,0.0004345529892695738,7.5748379899999,979254.375,227.39645385742188,4306.374872556257,8.36785173232267,India,0.6961961984634399,0.2165064662694931,0.13598492741584778,979254.375,0.08729733526706696,0.13598492741584778,India,0.018893353641033173,-0.01598876155912876,1051304.125,992974.1875,0.23040619492530823,0.31764715909957886,8.375891945653859,0.0029045920819044113,1.0587426523612429,1.3786398373644073
1976,1526.9501782465293,973629.375,India,802922.0625,234.43565368652344,3186890.5,1.2379615306854248,1896.9972206196098,0.0003933638921323089,7.548027504788769,973629.375,234.43565368652344,4153.077229037407,8.331604839421589,India,0.6641458868980408,0.21673448383808136,0.14993324875831604,973629.375,0.11911962926387787,0.14993324875831604,India,0.023524079471826553,-0.018641870468854904,1020306.375,984530.875,0.22930262982845306,0.29291996359825134,8.96041272812392,0.004882209002971649,1.036337611047495,1.2774383085679915
1977,1488.4401823251992,971071.4375,India,861172.1875,241.6928253173828,3361929.25,1.2495431900024414,1987.5902050189136,0.0003805235783439113,7.594678231671604,971071.4375,241.6928253173828,4017.7917413345717,8.29848771260664,India,0.6728765964508057,0.20929688215255737,0.16266418993473053,971071.4375,0.11782652139663696,0.16266418993473053,India,0.022541416808962822,-0.02358388341963291,1030025.4375,983377.1875,0.26953259110450745,0.276263564825058,8.738576171314573,-0.0010424666106700897,1.0474367827451763,1.0249727637498973
1978,1418.3795320833399,946768.0625,India,910366.875,249.16351318359375,3543345.75,1.2612332105636597,2040.752764091397,0.00036105787678895976,7.621074020779353,946768.0625,249.16351318359375,3799.786134025101,8.24270006361096,India,0.6810015439987183,0.21261058747768402,0.185585618019104,946768.0625,0.10638786852359772,0.185585618019104,India,0.02234337478876114,-0.02290542609989643,1040892.3125,956167.75,0.2872367203235626,0.34226903319358826,8.192840348403928,-0.000562051311135292,1.088608471160003,1.1915921920011954
1979,1285.8215211226752,878210.125,India,862680.25,256.839111328125,3714750.75,1.2730326652526855,1796.5536921281575,0.0002953153117260433,7.493625493180806,878210.125,256.839111328125,3419.300590391944,8.137191303409152,India,0.6729141473770142,0.22469787299633026,0.16652818024158478,878210.125,0.10238797962665558,0.16652818024158478,India,0.026745902374386787,-0.027103789150714874,954512.125,885768.125,0.29225802421569824,0.3748839497566223,8.125790946356894,-0.00035788677632808685,1.0776094759562498,1.282715678252662
1980,1272.4180109352271,889360.1875,India,920788.8125,264.7066650390625,3886239.5,1.284942388534546,1876.6342818861674,0.0002872316876319035,7.537235175772947,889360.1875,264.7066650390625,3359.7952184874453,8.119635304221177,India,0.6744348406791687,0.2155987173318863,0.1672258973121643,889360.1875,0.10996644198894501,0.1672258973121643,India,0.027022575959563255,-0.03555039316415787,978836.125,904353.75,0.3009472191333771,0.41985031962394714,7.862944701137982,-0.008527817204594612,1.0823597790134667,1.395096192724324
1981,1239.32962135816,886597.8125,India,976093.25,272.151123046875,4048153.75,1.3029783964157104,1949.5054549107908,0.0002774850110267036,7.57533100652635,886597.8125,272.151123046875,3257.7407823053277,8.088789222554457,India,0.691441535949707,0.20525753498077393,0.14780662953853607,886597.8125,0.10330092906951904,0.14780662953853607,,,,,,,,,,,
1982,1194.8051084662593,874883.5,India,1010019.6875,279.71209716796875,4221988.0,1.3212676048278809,1956.1201339363208,0.00025864385348666033,7.5787182668765976,874883.5,279.71209716796875,3127.800008859207,8.048085163834523,India,0.6974620223045349,0.20783478021621704,0.14637713134288788,874883.5,0.09470319747924805,0.14637713134288788,,,,,,,,,,,
1983,1205.2796037006085,903271.4375,India,1083638.875,287.3619689941406,4412323.0,1.339813470840454,2065.9501325424294,0.0002532831042424589,7.633345512187129,903271.4375,287.3619689941406,3143.322829606648,8.053035745365257,India,0.7171270251274109,0.19069518148899078,0.1407003104686737,903271.4375,0.09217779338359833,0.1407003104686737,,,,,,,,,,,
1984,1175.6060550361258,901494.0,India,1125042.0,295.068603515625,4595774.5,1.3586198091506958,2085.9657515767653,0.0002379733180780917,7.642987217198116,901494.0,295.068603515625,3055.2013642219395,8.024600782435801,India,0.7212874889373779,0.18701009452342987,0.13801905512809753,901494.0,0.0917024165391922,0.13801905512809753,,,,,,,,,,,
1985,1166.167787330636,914695.375,India,1184155.0,302.795166015625,4784622.0,1.3776899576187134,2149.597521929751,0.00022836538683095115,7.673035904495328,914695.375,302.795166015625,3020.8387638288764,8.013289808174488,India,0.7219648957252502,0.18888325989246368,0.13792437314987183,914695.375,0.08915184438228607,0.13792437314987183,,,,,,,,,,,
1986,1191.1030853466095,955235.1875,India,1240717.0,311.10260009765625,5000252.0,1.3988746404647827,2194.5556344606775,0.00021575961287953441,7.693734860577582,955235.1875,311.10260009765625,3070.4828156375042,8.029590097153077,India,0.7188693881034851,0.1955496072769165,0.13783593475818634,955235.1875,0.08558100461959839,0.13783593475818634,,,,,,,,,,,
1987,1227.8154818122405,1006418.375,India,1289915.75,319.5054931640625,5249095.0,1.4203851222991943,2212.3754777244267,0.00020042951575807423,7.701822094043739,1006418.375,319.5054931640625,3149.925107807819,8.055133956237936,India,0.7109761834144592,0.197618767619133,0.1502961665391922,1006418.375,0.09140504896640778,0.1502961665391922,,,,,,,,,,,
1988,1297.7127700725566,1086794.125,India,1414106.125,328.03759765625,5495053.0,1.4422262907028198,2409.4607700949055,0.00020172631734107163,7.787158254601053,1086794.125,328.03759765625,3313.01696136322,8.105614521925553,India,0.7065593600273132,0.1890791654586792,0.15815980732440948,1086794.125,0.10436147451400757,0.15815980732440948,,,,,,,,,,,
1989,1359.6312413279707,1162939.75,India,1498207.75,336.66455078125,5766596.0,1.4644033908843994,2497.5341825759356,0.00019280011544247882,7.823059197146137,1162939.75,336.66455078125,3454.2981947500252,8.147374588144585,India,0.7011309266090393,0.18340805172920227,0.15874417126178741,1162939.75,0.11546102166175842,0.15874417126178741,,,,,,,,,,,
1990,1408.8918816186372,1230354.0,India,1581110.375,345.3869934082031,6105189.5,1.4869214296340942,2565.650600976568,0.00018104450629560881,7.849967371047161,1230354.0,345.3869934082031,3562.2476337604276,8.178146982421463,India,0.7119013071060181,0.16498112678527832,0.17489804327487946,1230354.0,0.12311756610870361,0.17489804327487946,,,,,,,,,,,
1991,1434.564185357444,1278588.625,India,1597820.125,354.10601806640625,6371149.0,1.509102702140808,2494.34235549342,0.00016337973216922874,7.821780388468418,1278588.625,354.10601806640625,3610.7509044373924,8.191671036465879,India,0.7087857127189636,0.15639668703079224,0.14522899687290192,1278588.625,0.13481760025024414,0.14522899687290192,,,,,,,,,,,
1992,1475.0232610104486,1341249.0,India,1685419.0,363.08441162109375,6677011.0,1.531614899635315,2573.169998466693,0.00015577545137903276,7.852893880237838,1341249.0,363.08441162109375,3694.0418180213574,8.214476481220652,India,0.6931480169296265,0.15118743479251862,0.15919962525367737,1341249.0,0.15566454827785492,0.15919962525367737,,,,,,,,,,,
1993,1533.8651922367458,1422512.5,India,1765489.375,372.4365539550781,6953852.0,1.5544629096984863,2634.258435021619,0.00014829458575096375,7.876356992532637,1422512.5,372.4365539550781,3819.476055434607,8.247868533930374,India,0.6927144527435303,0.14774857461452484,0.1590760201215744,1422512.5,0.15953697264194489,0.1590760201215744,,,,,,,,,,,
1994,1590.3982529407772,1503883.5,India,1883052.0,377.7109680175781,7246440.5,1.5776517391204834,2798.1820521884138,0.00014710903911919235,7.936725218222584,1503883.5,377.7109680175781,3981.572226756231,8.289432052122244,India,0.6939979195594788,0.1396705061197281,0.17844048142433167,1503883.5,0.16633157432079315,0.17844048142433167,,,,,,,,,,,
1995,1682.6069802609504,1621902.875,India,2025683.75,381.69012451171875,7594812.0,1.6011863946914673,3012.2022432694966,0.00014727121397400606,8.01042673250541,1621902.875,381.69012451171875,4249.266016706188,8.354501545052278,India,0.6929808259010315,0.13503941893577576,0.17633475363254547,1621902.875,0.17197975516319275,0.17633475363254547,,,,,,,,,,,
1996,1784.6572468769643,1753185.25,India,2178613.0,385.8723449707031,7950137.0,1.6403032541275024,3241.872475220679,0.00014560259592869739,8.08390636630318,1753185.25,385.8723449707031,4543.43326970765,8.421438232047828,India,0.7041698098182678,0.12480538338422775,0.16510780155658722,1753185.25,0.17102480679750443,0.16510780155658722,,,,,,,,,,,
1997,1833.3591717446548,1835009.25,India,2266842.75,390.4251403808594,8341610.5,1.680375576019287,3321.893349128787,0.00013668655422203487,8.108290185241502,1835009.25,390.4251403808594,4700.028405470893,8.455323831397099,India,0.6924023032188416,0.13628481328487396,0.18607597053050995,1835009.25,0.17131288349628448,0.18607597053050995,,,,,,,,,,,
1998,1950.3772910688986,1988377.625,India,2407034.0,395.1845703125,8778707.0,1.7183970212936401,3498.221036040411,0.00013178616981828582,8.160009842844744,1988377.625,395.1845703125,5031.516345457646,8.523476677993301,India,0.6791892647743225,0.14238163828849792,0.18253861367702484,1988377.625,0.17842909693717957,0.18253861367702484,,,,,,,,,,,
1999,2042.9970495795612,2120749.75,India,2619954.25,400.2873229980469,9349454.0,1.7499445676803589,3794.3671660411546,0.00013005632538862157,8.241272921258263,2120749.75,400.2873229980469,5298.068732519785,8.575097643043405,India,0.6746847629547119,0.14923584461212158,0.2066042572259903,2120749.75,0.1760793924331665,0.2066042572259903,,,,,,,,,,,
2000,2112.3839673484626,2231893.25,India,2720586.5,409.24859619140625,9851578.0,1.7820713520050049,3829.7558248440664,0.00012023639268112314,8.250556326837943,2231893.25,409.24859619140625,5453.63691108702,8.604037988231447,India,0.6655168533325195,0.14492161571979523,0.19525064527988434,2231893.25,0.18956153094768524,0.19525064527988434,,,,,,,,,,,
2001,2198.2875006005233,2363159.25,India,2851826.75,419.76202392578125,10519204.0,1.7967816591262817,3883.113680461114,0.00011162113908481283,8.264392605754605,2363159.25,419.76202392578125,5629.759519212328,8.635822006049581,India,0.6706392765045166,0.14100560545921326,0.2016296088695526,2363159.25,0.18835511803627014,0.2016296088695526,,,,,,,,,,,
2002,2278.928315650949,2491591.5,India,2960309.5,430.7332763671875,11129446.0,1.8116134405136108,3896.203694774936,0.00010347006960688093,8.26775794644883,2491591.5,430.7332763671875,5784.534505933995,8.662943170691708,India,0.6551187038421631,0.13256967067718506,0.2154669165611267,2491591.5,0.21231162548065186,0.2154669165611267,,,,,,,,,,,
2003,2430.804310809744,2701895.25,India,3193001.25,442.3812255859375,11775586.0,1.8265676498413086,4125.676891136675,0.00010117951528192989,8.32498538012771,2701895.25,442.3812255859375,6107.617352932006,8.717292017508413,India,0.6389151215553284,0.12790437042713165,0.23393189907073975,2701895.25,0.23318050801753998,0.23393189907073975,,,,,,,,,,,
2004,2603.7061149693404,2941207.5,India,3445980.75,454.54498291015625,12533966.0,1.8416452407836914,4359.167435173329,9.811739176235676e-05,8.380036362873332,2941207.5,454.54498291015625,6470.663213944985,8.77503388826088,India,0.6180593371391296,0.1232948899269104,0.2802467346191406,2941207.5,0.25864577293395996,0.2802467346191406,,,,,,,,,,,
2005,2871.6915673734843,3295581.75,India,3719020.5,457.6380615234375,13437015.0,1.8568472862243652,4686.163956749337,9.695787147194196e-05,8.452369607091875,3295581.75,457.6380615234375,7201.284217989416,8.882014652708891,India,0.5904995799064636,0.11982563883066177,0.30123239755630493,3295581.75,0.2896747812628746,0.30123239755630493,,,,,,,,,,,
2006,3149.723663287602,3670959.75,India,4018801.0,457.9736633300781,14486343.0,1.8782007694244385,5065.248336563462,9.560484306102712e-05,8.53015844540454,3670959.75,457.9736633300781,8015.656890195904,8.989152019289293,India,0.5707299113273621,0.11002451926469803,0.3003179728984833,3670959.75,0.3192455694079399,0.3003179728984833,,,,,,,,,,,
2007,3489.6819605582064,4129024.75,India,4326674.0,459.0289001464844,15729501.0,1.8997995853424072,5420.930182141572,9.261353287676656e-05,8.598022700029933,4129024.75,459.0289001464844,8995.130260169575,9.104438627677174,India,0.5677554607391357,0.10699326545000076,0.336774080991745,4129024.75,0.3252512738108635,0.336774080991745,,,,,,,,,,,
2008,3540.871206996705,4251417.0,India,4460225.5,460.81292724609375,16946774.0,1.9216468334197998,5462.310118062571,8.507244919583672e-05,8.605627077804257,4251417.0,460.81292724609375,9225.906541744134,9.129770734188302,India,0.5807162523269653,0.11092455685138702,0.30120447278022766,4251417.0,0.30835919082164764,0.30120447278022766,,,,,,,,,,,
2009,3863.579055822495,4704781.5,India,4810883.0,463.6325988769531,18271270.0,1.9437453746795654,5856.995039509489,8.301877583768706e-05,8.675391959155753,4704781.5,463.6325988769531,10147.650340800641,9.224997464153995,India,0.5881761312484741,0.11723852157592773,0.3228268623352051,4704781.5,0.29458534717559814,0.3228268623352051,,,,,,,,,,,
2010,4373.6262297512,5398284.5,India,5219692.0,467.4125061035156,19780460.0,1.9660980701446533,6309.235802116281,8.09851278092025e-05,8.749769839186117,5398284.5,467.4125061035156,11549.294102123291,9.354379597382955,India,0.5669134855270386,0.10683520138263702,0.3415526747703552,5398284.5,0.3262513130903244,0.3415526747703552,,,,,,,,,,,
2011,4660.945530688845,5827524.0,India,5493272.5,472.2144775390625,21474092.0,1.9878915548324585,6485.473702422237,7.515364949757615e-05,8.77732013994593,5827524.0,472.2144775390625,12340.841454861866,9.420669484345447,India,0.5831049084663391,0.10596821457147598,0.33385008573532104,5827524.0,0.3109268769621849,0.33385008573532104,,,,,,,,,,,
2012,4915.501734796783,6221945.0,India,5793006.0,469.8310852050781,23179180.0,2.0099265575408936,6805.797917712725,7.20786568141978e-05,8.825530162835252,6221945.0,469.8310852050781,13242.94027349034,9.491219879873023,India,0.5824107527732849,0.10147002339363098,0.31216418743133545,6221945.0,0.3161192238330841,0.31216418743133545,,,,,,,,,,,
2013,5036.389633109546,6450820.0,India,6162954.0,483.8543395996094,24719090.0,2.032205820083618,7023.301858110619,6.779866983889802e-05,8.856988736598101,6450820.0,483.8543395996094,13332.152823798313,9.497933902293099,India,0.606029748916626,0.09270644187927246,0.2838202714920044,6450820.0,0.30126380920410156,0.2838202714920044,,,,,,,,,,,
2014,5165.10652403347,6691916.0,India,6619643.5,483.0845947265625,26274556.0,2.054732084274292,7589.713151501119,6.789836685396238e-05,8.9345490767244,6691916.0,483.0845947265625,13852.4723682977,9.536219006030812,India,0.6135334968566895,0.08655112981796265,0.2877975404262543,6691916.0,0.2999153733253479,0.2877975404262543,,,,,,,,,,,
2015,5464.432598533348,7159239.5,India,7148966.5,482.7004699707031,27915780.0,2.077507972717285,8260.757917029281,6.849332606993476e-05,9.019271619815159,7159239.5,482.7004699707031,14831.639796071715,9.604518001916865,India,0.6288092136383057,0.07991164177656174,0.2761140465736389,7159239.5,0.2912791445851326,0.2761140465736389,,,,,,,,,,,
2016,5770.985621947155,7643770.0,India,7739207.0,482.989013671875,29662400.0,2.100536346435547,9009.144893961216,6.918387724270219e-05,9.105995439767884,7643770.0,482.989013671875,15825.970743907845,9.669407587558043,India,0.642155110836029,0.07284507900476456,0.2784976363182068,7643770.0,0.2849998101592064,0.2784976363182068,,,,,,,,,,,
